Details,Nombre_chambre,nombre_salle_bain,Superficie,Adresse,Prix,image_lien-src
Appartement à louer à Sotrac MERMOZ,3,4,150,Mermoz Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5f4332c8ce98197fe7e2de3d56a9021/-/horizon-files-prod/ed/picture/q56dk9rx/07aafa529dbefdfe438965427ac3d035f068f2c5.jpg
Duplex à louer à Fann résidence,3,3,150,Fann Dakar,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc0bd86c6c439f75e7470cce37b0e2d9/-/horizon-files-prod/ed/picture/qgqw6pwn/f2681cb29847768fb2fbf721023d2dbe4bfff70c.jpg
Ref_2769_SEY Appartement à louer à la Cité Keur Gorgui,3,3,150,Cité keur gorgui Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/58c35f72ea32a4b30e86e26cd6cadded/-/horizon-files-prod/ed/picture/q44ng0r9/02526da9f42c6a5bc8118b154198cc3607981601.jpg
Appartement à louer à Sipres Mermoz,3,3,150,Mermoz Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c0678f077701d3d67267022a95df993/-/horizon-files-prod/ed/picture/qwep6gn5/7ef9b37c742384f7148f62e84202816b2cb930d6.jpg
3 chambres salon zac mbao,3,3,150,Zac Mbao Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a244cce8ac0fec0631b9a2200ce23ee/-/horizon-files-prod/ed/picture/q8v48vdp/fbe7df995542188b532efa5e2e447b0ca01f2912.jpg
CHIC APPARTEMENT SUR LA CORNICHE,3,4,227,Almadies Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/31b443ee4c3d4a959ccee1718f9a2ec1/-/horizon-files-prod/ed/picture/q2j00j4d/d9b714cdaf94ca8380f0be8dbc51ffad3d9dc06e.jpg
JOLI STUDIO A BIAGUI,1,2,45,Cité biagui Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d6476abcd19dcf06053e4f26568c737/-/horizon-files-prod/ed/picture/qwep9dpz/ad595f631c7e84d5de8ac31b739f2b9da175d726.jpg
APPARTEMENTS À LOUER YOFF,2,2,150,Yoff Dakar,300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5276bb9ab85115c416b23e62c63ca19e/-/horizon-files-prod/ed/picture/qxjp9xp4/a7e250a9d9424467f0910322fb9bf90fccef3e26.jpg
Appartement F3 à louer Virage cité asecna,2,2,150,Virage Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/64f02ab27706f80c4c0a869186a61552/-/horizon-files-prod/ed/picture/qrz8x6zg/2deddcfb8e7f1215e273f5dbf88e7e6606d4abdc.jpg
Appartements neufs à louer au point e,3,3,190,Point-e Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aaec581ae0a59d5149db4403441ddfba/-/horizon-files-prod/ed/picture/qngp78xm/f4c00cae8aeb0c62f6061eff2d9d9b86e86fc50b.jpg
Appartement spacieux rue 10,3,2,150,Plateau Dakar,550000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd763527131fa6fcf42fa3b1ba9e3ac0/-/horizon-files-prod/ed/picture/q0g7xvej/923d5f033296132fe6c6928be7483fe78c4e872e.jpg
Appartement à louer sacre coeur 3,3,2,150,Sicap Sacré-cœur Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0ba333dd4e52087276a1f8a20987b65e/-/horizon-files-prod/ed/picture/q44n08d2/971aee0e7796d527431768001c7fa9d7cf4d2606.jpg
Très bel Appartement à louer aux Almadies zone de Recasement,2,3,150,Almadies Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9fea953aca5392ddef4b0702b3e5ccd/-/horizon-files-prod/ed/picture/qenv74ek/19265fdabf47fa4be21689dc6dfb8259e49cc2e5.jpg
Appartement de luxe à louer,3,3,150,Almadies Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8817dec7a80d44a87b58c33796f23a10/-/horizon-files-prod/ed/picture/q6xk90m7/1fe4503d3810a0d02545ba17e3b9ba39159dad3c.jpg
Plateau de bureaux à louer aux Mamelles,3,3,125,Mamelles Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e3d810e00ac7d8f7320711fa8c36e60/-/horizon-files-prod/ed/picture/q2jqpgrg/0d376013e610d03cf0b7d542fc4b87c942464169.jpg
Très appartements F4 à louer aux Mamelles,3,4,150,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/06e7738e41526f1dbca3b7abd5998c55/-/horizon-files-prod/ed/picture/qj4q98ke/2abe6f6d27b94152282e0baef96c2fb775ababc1.jpg
Appartement en triplex F6,6,6,150,Sud foire Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/df730e38a4bd8f4e8c44c419b0efdb93/-/horizon-files-prod/ed/picture/qkrgkzdx/7535986b72757f342e10676312cfa12545b934e9.jpg
Bel appartement F3 à louer aux mamelles,2,2,150,Mamelles Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf983a4bc8ee6b2408bbc5c425c2c688/-/horizon-files-prod/ed/picture/q0gw6mnd/b130c29fd5adca3cc7160753a50b61ef6fbc54a8.jpg
Bel appartement lumineux à louer a yoff Onomo,3,4,150,Yoff Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/07745332c47ceea063b58e173783106b/-/horizon-files-prod/ed/picture/qngxrk4w/c213103f730dbf9a03094a7d5be07181c476363c.jpg
Très bel appartement à louer Au Mamelles,2,3,150,Mamelles Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0295d68403f04cad541d4455716329d0/-/horizon-files-prod/ed/picture/q44ngr0p/a58b07fc36c1c10fb06e4b7d180a94ca7c6c703c.jpg
Appartement 3 ch à louer au plateau,3,3,150,Plateau Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a782bd71cadcced3d8a1190c9319cd4/-/horizon-files-prod/ed/picture/q9mjxw9x/91c0012f59b0644154412d38442aafa49dd27fe9.jpg
Appartement 3ch à louer à Mermoz,3,4,150,Mermoz Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b40935118519707143e7443505697ee8/-/horizon-files-prod/ed/picture/qrz8m6j9/7546671231253e32f2a665a901739a2555be30c5.jpg
APPARTEMENT A LOUER CITE MBACKIOU FAYE MAMELLES OUAKAM,3,3,150,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4fc5fb7985dcfdf15facebd0072f7fb/-/horizon-files-prod/ed/picture/qj4q05z6/02d12d589b875cfd019ac3b9821de7249e38f1d6.jpg
Appartement F4 à louer à Mermoz,3,3,150,Mermoz Dakar,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/571e2a66e7874a3131c2827563c2e291/-/horizon-files-prod/ed/picture/qkr8nz95/9f577b03cda7964c4714f3351cf853f7dfa3a9fd.jpg
F3 non meublé,2,2,123,Point-e Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0cdd51cc954a95602881836e6ae7464b/-/horizon-files-prod/ed/picture/qv4wj95v/7acf4a65c35b218e0696c71cdde7db0388ece65b.jpg
F2 non meublé,1,1,72,Point-e Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87282250bea68fae4fe3e67b27b4a5f8/-/horizon-files-prod/ed/picture/qngpq7xz/123838198d2894850f348fbeb418506a002d0009.jpg
APPARTEMENT A LOUER CITE MBACKIOU FAYE MAMELLES OUAKAM,2,3,150,Mamelles Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5196dbe364cdfd6dc9fa03e70fcef26/-/horizon-files-prod/ed/picture/qpdm4n70/c82ad05d6e320c4a435bfe83cc4d39574e8fe762.jpg
Appartement à liberté 06,3,2,120,Liberte 6 Dakar,375000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee841586bd156376cff8af26ac229823/-/horizon-files-prod/ed/picture/q8v47z47/83b2dda392bdc71565c0e1fa4849f1ee5d334aff.jpg
Bel appartement aux mamelles,3,2,130,Mamelles Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/739210d05a3f0b5c287eafe6b80f2aed/-/horizon-files-prod/ed/picture/qpdmrx4p/8fa62db2ff0d3f358f5c094c983a405055d0d7c0.jpg
Appartement F3 a Ouakam derrière le supermarché Mon prix,2,1,150,Ouakam Dakar,225000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0bb99a3148c5c81ac0b7a9168081b87d/-/horizon-files-prod/ed/picture/q44ngr9m/ef8ea175c6fc71e716eaf72dffba7fcb9c9af760.jpg
3 chambres salon à louer en face King fahd,3,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8ebf69949e9a061b6f1a55f186550f8/-/horizon-files-prod/ed/picture/q2j0vz6d/c70ae8d7ab31820694b35fe3906b61aeeae1f028.jpg
Immeuble à louer aux Almadies,3,3,150,Almadies Dakar,16200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/883afc8e4436bf443647f23dab1f8c14/-/horizon-files-prod/ed/picture/q9mjr4wv/2b08795d9efcd3220ffa80f547dc638eadfa713a.jpg
Appartement neuf a louer aux Almadies 2,3,3,150,Almadies 2 Dakar,130000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22591d9a1a1d942170fd9928e1de0a03/-/horizon-files-prod/ed/picture/q44ngrk4/53017d2db98d8fe21055be5339a8c962a36ea617.jpg
Studio neuf a louer aux Almadies 2,3,3,150,Almadies 2 Dakar,90000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b02b460e983a6c37203ddf558e3a4477/-/horizon-files-prod/ed/picture/q2j0x8mg/89c9fbc903c6a65a6581d71696abd0bfbe56eb3c.jpg
Appartement de grand standing aux mamelles,3,3,200,Mamelles Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c0f312b5b8a6e96be59d15467d02d50b/-/horizon-files-prod/ed/picture/qm5g7gwq/90583bee8ca7e2243398b9eea39b160594db5122.jpg
F5 neuf sur la VDN à 10mn Auchan Mermoz,4,3,200,Liberte 6 extension Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f678f4e49f5e9f2eb131298182d8c45f/-/horizon-files-prod/ed/picture/q78w7eqm/f0263b6b7fc684fe4badde34173a8c868752af57.jpg
APPARTEMENTS AUX ALMADIES,2,3,150,Almadies Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6dd718b4341ecb6e970e35bd640c68ec/-/horizon-files-prod/ed/picture/qgqw64vm/d4145486346d86d41178a8fbe9002494ba5e61f2.jpg
Appartement F4 à louer aux ALMADIES DERRIÈRE GRAINS D’OR,3,4,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/633a1704e0454d3c78e8ada8b5d01339/-/horizon-files-prod/ed/picture/qenvkp6j/e9f5aaa50ed3f8a57c8ed4e62baed03c03e67b83.jpg
A LOUER YN APPT DE 04 CH SALON DE 300M2,4,3,300,Sicap Sacré-cœur Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f9ce206be870c4f33933c451e0e32f95/-/horizon-files-prod/ed/picture/q0g749p8/ad4416d2fcca1445462739a3801b4219428fb073.jpg
Appartement F4 à louer ALMADIES,3,3,150,Almadies Dakar,1450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a048cf7d3af2037c7eaf204c9900dfd/-/horizon-files-prod/ed/picture/qj4q5z9r/64f13e8c3c3736e08c40b238a12a9222b9e69b9e.jpg
ALMADIES DERRIÈRE BICIS~PAS LOIN NIRVÂNA,3,3,150,Almadies Dakar,600000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81a1f37f5699149f1f14db4c59da308c/-/horizon-files-prod/ed/picture/qq42rd4n/d2dd7ee53a72a12c40423dc5eb506e0799e0a9e1.jpg
Studio aux HLM (non loin du TER),1,1,150,Hlm Dakar,215000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1fa75d80dbcddf3e4aba4fa40f2979a/-/horizon-files-prod/ed/picture/qj4q0458/52acfdfaeb5cee31dfc15177b89579725be57c55.jpg
Appartement à Keur Massar (cité pénitence),3,2,150,Keur Massar Dakar,170000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d04edf49b10464124115c527649010ad/-/horizon-files-prod/ed/picture/qwepxz24/b04a9298b898e78c86d1befca10ce114e83ba48e.jpg
Appartements F4 neufs à louer aux almadies avec vue/mer,3,3,241,Almadies Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf41bed40caa39bbf0328462b0852fdb/-/horizon-files-prod/ed/picture/q8v45r0j/5e6153e5415fc4a816f13d7d7cd4aa3332ca1151.jpg
Appartement à louer centre-ville plateau,2,2,125,Plateau Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39163d3a1d7b2454513720e6d93fa9d5/-/horizon-files-prod/ed/picture/q44nm4gm/79fa2c21b2779b6c1cc252fd3e399c2b82b9d490.jpg
Duplex à louer au virage,3,4,400,Virage Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d057f62235fc2007a3c12123b0be2a1/-/horizon-files-prod/ed/picture/qgqwrm22/c8240d48b8d5536afbc2c2146f287d00dd7f785d.jpg
Appartement deux chambres salon,2,3,150,Cité keur gorgui Dakar,525000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3027a0be31b3d35ec99a5fe0751fb7ec/-/horizon-files-prod/ed/picture/qwep6kzj/f19f115fcc8650cb6e4d4abbd5b0fd20e9ee010b.jpg
Studio meublé à louer au Centre-ville,1,3,150,Plateau Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a0a969186b635f87e588aded685ff2ee/-/horizon-files-prod/ed/picture/qm5gwjpw/770feeeafe63d12615f3492c3c203c26a2c6a4ee.jpg
Apparemment 4 chambres louer aux cœurs de fan résidence,4,5,200,Fann Dakar,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dde10e7faa2f7e3e6fcc2136ae88b56/-/horizon-files-prod/ed/picture/qrzvxkeg/b2b83fc382f2357d78ad00d984a0cc02a0cb05d2.jpg
Mini studio à médina rue 6,1,1,150,Médina Dakar,90000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a9aa990705592cb86c895b37098a96e1/-/horizon-files-prod/ed/picture/q9mjvnjp/921f045041fac4e2866193355bcecffaae27aa55.jpg
Corniche fan hock apparemment à louer 4 chambres,4,4,200,Fann Hock Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6605bbbbd77bbf42a155c3252c830a45/-/horizon-files-prod/ed/picture/q0gwqprx/1857ecd12c88e5bf6aed586d2811286692bfa4f4.jpg
Appartement à liberté 3,4,3,150,Liberte 3 Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c60a65cfaad0b6e0cc736ec65d7ce671/-/horizon-files-prod/ed/picture/qrz8xjr8/86053a30f0cff0c000ed6db2e19550e6ab285dd1.jpg
Appartement au point e,2,2,150,Point-e Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/40b71bd6e784b59cf36b14ce30ce03a5/-/horizon-files-prod/ed/picture/qzvp0j8k/bff669e5442abb961b838a636f18e70d3ab52f3b.jpg
Studios lumineux à louer à la zone de recasement,1,2,150,Almadies Dakar,336000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c417d155b1c36d56f9c9cc045cbc45bb/-/horizon-files-prod/ed/picture/qv4wv6ng/d63d2f1ad02c81c95d421762029015e31f233c5b.jpg
Studio à louer à Zac mbao cité Sonatel 2,1,1,150,Zac Mbao Dakar,130000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/43eeea5478972ede9ecd38370a17992b/-/horizon-files-prod/ed/picture/qxjpm798/c15657dec0ab0ae203150cba589a2fe22bfd7a87.jpg
appartement de type f5 vue mer à louer fann 5eme étage,3,3,200,Fann Hock Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2ce094c68f25d74b84f3f5ada860cfc/-/horizon-files-prod/ed/picture/qpdmrmwj/78ecb18e2f67a8864c89dd4f623b22f97b700691.jpg
appartement f4 neuf vue mer à fann,3,3,200,Fann Hock Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ac0d6d28afab34b7e17d6b5c7dbbdb8/-/horizon-files-prod/ed/picture/q8v5q8v6/252c09aac196e63a711165747bca4bf9eff0cdc8.jpg
Appartement lumineux à louer sur l’avenue Malick Sy,2,2,150,Médina Dakar,350000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b60183a0641d36dcc070e6d9a08cdae/-/horizon-files-prod/ed/picture/q8v4rp4n/0e7da4573222bd70a3efdb255b2a86668647b5a2.jpg
appartement f4 à louer cité mourtada,3,3,150,VDN Dakar,650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bc29ddbfa301edf1fe0a7e22c7d7c7cf/-/horizon-files-prod/ed/picture/qpdm2eq2/85649ec5c853a466905c186735b85920afa6bfba.jpg
appartement f4 vu mer à louer fann hck,3,3,220,Fann Hock Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b34ac7a045086836523cb8c23842181/-/horizon-files-prod/ed/picture/qpdm7d70/d4701be4f6cc281c5d85e0a7219896fe3efcfb76.jpg
BEL APPARTEMENT DE 04 CHAMRES AU POINT E,4,4,285,Point-e Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cd420bd2e899d26db9cc2b45aa39aa7/-/horizon-files-prod/ed/picture/q9mjrdpx/419f5baf85f1123bd56dfa0644bc9e81fc0b6b4a.jpg
MAGNIFIQUE APPARTEMENT 03 AU POINT E,3,3,282,Point-e Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee53aaf54534d4801a16a99a8daf312f/-/horizon-files-prod/ed/picture/qzvpwqdv/58834e6634ade5b253171c59949f7fa8d8119454.jpg
Appartement à louer à liberté 6 ext,3,4,150,Liberte 6 extension Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2349a9d7a73201ab67a953ccaaf5e5d/-/horizon-files-prod/ed/picture/qj4qpj6g/c3628b7158799b78d584eb3d68fb1abc07df51f9.jpg
BEL APPARTEMENT 02 CHAMBRES AU POINT E,2,2,260,Point-e Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3ff00a2285f20779190de5d788c5f9b/-/horizon-files-prod/ed/picture/qngp8kx0/ff92836a1977494c5a1f2656995cfb8a730a614b.jpg
Magnifique appartement F4 à louer au Point E,3,3,230,Point-e Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3505a82bf019b4819b2affb02710a6c/-/horizon-files-prod/ed/picture/qde7dnq0/20a07124e2b7e2ce8d465d8a41a9f7aa84115fcd.jpg
Appartements F4 et F5 à louer au point E,3,3,173,Point-e Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e87c07272542f01ed745c53bf33b4817/-/horizon-files-prod/ed/picture/qngp02ge/9cd98af929e2d2f0aa137dce1cfda1c7aba66fd2.jpg
Appartement F3 à louer aux Almadies,2,2,150,Almadies Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9fec768dfe7d15c449189e64c8f42bd/-/horizon-files-prod/ed/picture/qv4evxzv/631664a09fa1c8581aeb1d33486174a4ca18518e.jpg
Appartement F5 grand standing sur la corniche Almadies,4,5,352,Almadies Dakar,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/196e4be010006fa3917e55ffacec8b94/-/horizon-files-prod/ed/picture/qm5grv8d/18d903cf5f57111ee936a23c1f3bac81d8aa2b7a.jpg
Appartement 3 chambres salon aux Almadies,3,3,135,Almadies Dakar,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae822d56e11ebcfdd4ba2fd2cdcba24a/-/horizon-files-prod/ed/picture/qde7je0m/0b0bed9e9a7dc677636caf00c378695b9779dae8.jpg
Appartement 3 chambres salon sur la route King Fahd,3,5,225,Almadies Dakar,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/59e09019e8aac0476c02685f13ce31be/-/horizon-files-prod/ed/picture/qgqwjpzq/cd4b9a4ed5b286e6e637d9bd072a79d667b708cd.jpg
Appartement neuf 2 chambres salon à la cité Biagui Yoff,2,3,60,Cité biagui Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bbac28186aaf537b1e0ded874d0cc07d/-/horizon-files-prod/ed/picture/q0g749jm/bef14e5485ccdfa218a3317c4a582a2e2ef4a4a3.jpg
F4 haut standing à louer aux almadies derrière Nirvana,3,3,150,Almadies Dakar,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/54b8e657390f470d98d4b8dab8ef1441/-/horizon-files-prod/ed/picture/qrz8jzg4/915462ee69643429c8a10b2f38dde35d1709c208.jpg
F4 3 chambres salon aux almadies vers king fath palace,3,3,150,Almadies Dakar,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee264052b57bd46de4ce8bb7651ce547/-/horizon-files-prod/ed/picture/qpdm7jqv/e81cd30b2b8afe939ed769077bfac1204a00d984.jpg
Appartement à louer au virage,3,5,200,Virage Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c0e0edba662db6540b600117b4254e1/-/horizon-files-prod/ed/picture/qkr8k6gp/5cafd23a3bc145d3f309e8f75a3c01fb1819545d.jpg
Appartement à louer centre ville,2,2,100,Plateau Dakar,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65cfa98334adab8d4a44af0e52db7c01/-/horizon-files-prod/ed/picture/q8v56w57/8560c9fd2a7cce607bc4f6a42719355592389229.jpg
Appartement à louer à Fann résidence,3,3,200,Fann Dakar,1650000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2e09771156f72ed41e0658cbc2c4471/-/horizon-files-prod/ed/picture/q56d2gzr/2b14519fba3112aa286a163b5e03acd090adc5e3.jpg
Appartement à louer à Yoff layéne,2,2,150,Yoff Dakar,185000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddb29fc9c8f5dcdbe1e66995db664331/-/horizon-files-prod/ed/picture/q78w60kg/e8514c570ee98bed387c745fcd004d5810d08288.jpg
APPARTEMENTS NEUFS DE 2 CHAMBRES A THIES VILLE,2,2,150,Thiès Thiès,225000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd434a58765451f244e05b8e88741101/-/horizon-files-prod/ed/picture/q9mj6vqp/6eedcd23c960db48fb8013ea15b700a357dafabf.jpg
Appartement 3 chambres,3,2,150,Rufisque Dakar,250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16ca734c721415b9099dee7dfe15ad1b/-/horizon-files-prod/ed/picture/qkr8njmj/1c29b696fdd4fe0c33deaa2f25e1438848fdb655.jpg
Joli Appart F5 à la cité Africa,4,5,197,Ouakam Dakar,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac668047fbaca9957c26e1c938f4a1d2/-/horizon-files-prod/ed/picture/qngpj4xm/97d82f0208dfdf1b36eda5787f5745cae77027ce.jpg
Joli et très grand appartement avec superbe vue sur mer,4,5,340,Almadies Dakar,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/660295ca234276fe9a9ebaf42a1bcf81/-/horizon-files-prod/ed/picture/qenvmwd9/9d1b2b0c5d58fc987932b18caee4cd86ca24e578.jpg
Appartement F4 avec 2 cuisines et 1 buanderie Ngor Almadies,3,4,150,Almadies Dakar,750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/482838580ca43f6edafb8184dddef5ae/-/horizon-files-prod/ed/picture/qxjp9pe8/92457f26f24fb6aa52fb293b7743b25c740fa76b.jpg
APPARTEMENTS NGOR ALMADIES,3,3,150,Almadies Dakar,400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33e79bd3b2c6830484634e8a18f38bcc/-/horizon-files-prod/ed/picture/q56dkp06/c6f730f6de3ab5d8d13fa0581498aeb804e807bc.jpg
APPARTEMENTS F5 POINT E,4,3,150,Point-e Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8465e0dd552b319ea91bf83e1c749070/-/horizon-files-prod/ed/picture/qj4q9j2v/05f76e7ec19c493b56d9e9994be9340a96d1c457.jpg
APPARTEMENT AUX MAMELLES CORNICHE,3,4,150,Mamelles Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6ecf9185a0c1287b9b4f5ca4adff4c1/-/horizon-files-prod/ed/picture/qm5gvew6/b248ca849c63ea5508e028d8c4bfda9cc2939072.jpg
APPARTEMENTS F4 POINT E,3,3,150,Point-e Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9f124578a5cb843945f60c3f6a7f38a1/-/horizon-files-prod/ed/picture/qpdmrw7p/21126aa9e5f809abb774452cdfdda4c0a1031537.jpg
APPARTEMENT À LOUER NGOR ALMADIES,3,4,150,Almadies Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3babb47830ee6af45a75cc07adfc1179/-/horizon-files-prod/ed/picture/qkr8n72v/62d58d13ed64d045b5be5054c42fc3e72e70e6f5.jpg
APPARTEMENTS AUX MAMELLES,3,4,150,Mamelles Dakar,700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1330ea7b405e2a4bf86d1831a29b91f/-/horizon-files-prod/ed/picture/qxjpee9w/9ae66927a14b3051523a58b24ea1070a03f247da.jpg
APPARTEMENTS A LOUER YOFF,3,3,150,Yoff Dakar,600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f996fb5a6d810d9e4f30bcc095d8648/-/horizon-files-prod/ed/picture/q9mjdg60/8a77835838fee69d7edbc4b1979313f14a49e4e3.jpg
APPARTEMENTS AUX ALMADIES,3,3,150,Almadies Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d43ed225664fb4c328e4ca7f6f0c756d/-/horizon-files-prod/ed/picture/qm5gqjnq/d9d392fcab77d48b41ef5ae2490f507c10d02916.jpg
APPARTEMENTS A LOUER MERMOZ,3,4,150,Mermoz Dakar,800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf832906a9fc6d4754b5fee1f399d3ef/-/horizon-files-prod/ed/picture/qv4wqd05/c3bcaed3b331a73057396e8f48f1cb0a48b367af.jpg
APPARTEMENTS AUX MAMELLES,2,2,150,Mamelles Dakar,330000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ab2f0f211d98e2144f0c0764afea2a4/-/horizon-files-prod/ed/picture/qpdm8044/d4fc0c94ddb102aedc551547cda69c4db4218f09.jpg
APPARTEMENTS NGOR ALMADIES,3,4,150,Almadies Dakar,450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ee7ce923c2ac57de0354cc9de1946eb/-/horizon-files-prod/ed/picture/qkr86z5m/898a378557c45fa3ab9d7f0c11a59e895e18d1d4.jpg
PENTHOUSE AUX ALMADIES,3,3,150,Almadies Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a50cfd697733420b091c88f47b24ee6b/-/horizon-files-prod/ed/picture/qm5g40vz/73a82631502d6c05770999d61732e88249fd3c11.jpg
Appartement F4 + dépendance domestique à louer aux mamelles,3,3,200,Ouakam Dakar,900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0369a6de3e4c221a19b6c960de9ea62c/-/horizon-files-prod/ed/picture/qkr8r9xn/bb0127db9157c55c9a00f698b5e33fc0e0ea2726.jpg
